time,mass
2016-06-22 10:35:26,"726		850.0542349815	1621670.0000000000"
2016-06-22 10:35:27,"713		851.0414340496	1621890.0000000000"
2016-06-22 10:35:28,"709		852.0376870632	1621800.0000000000"
2016-06-22 10:35:29,"712		853.0399529934	1621320.0000000000"
2016-06-22 10:35:30,"709		854.0371708870	1620810.0000000000"
2016-06-22 10:35:31,"710		855.0384309292	1620580.0000000000"
2016-06-22 10:35:32,"740		856.0685720444	1620470.0000000000"
2016-06-22 10:35:33,"724		857.0519559383	1620320.0000000000"
2016-06-22 10:35:34,"713		858.0412709713	1620910.0000000000"
2016-06-22 10:35:35,"709		859.0374550819	1620920.0000000000"
2016-06-22 10:35:36,"712		860.0407109261	1620480.0000000000"
2016-06-22 10:35:37,"709		861.0369980335	1620080.0000000000"
2016-06-22 10:35:38,"717		862.0451469421	1620080.0000000000"
2016-06-22 10:35:39,"709		863.0373768806	1620030.0000000000"
2016-06-22 10:35:40,"709		864.0376498699	1619830.0000000000"
2016-06-22 10:35:41,"714		865.0418808460	1619660.0000000000"
2016-06-22 10:35:42,"709		866.0371470451	1620420.0000000000"
2016-06-22 10:35:43,"750		867.0781600475	1620290.0000000000"
2016-06-22 10:35:44,"732		868.0604760647	1619920.0000000000"
2016-06-22 10:35:45,"715		869.0437419415	1619960.0000000000"
2016-06-22 10:35:46,"709		870.0370218754	1620030.0000000000"
2016-06-22 10:35:47,"710		871.0381569862	1619600.0000000000"
2016-06-22 10:35:48,"715		872.0434799194	1619220.0000000000"
2016-06-22 10:35:49,"730		873.0586910248	1619060.0000000000"
2016-06-22 10:35:50,"714		874.0419850349	1619000.0000000000"
2016-06-22 10:35:51,"709		875.0371420383	1619010.0000000000"
2016-06-22 10:35:52,"712		876.0404679775	1619010.0000000000"
2016-06-22 10:35:53,"709		877.0377519131	1618750.0000000000"
2016-06-22 10:35:54,"711		878.0390498638	1618730.0000000000"
2016-06-22 10:35:55,"741		879.0692319870	1618610.0000000000"
2016-06-22 10:35:56,"724		880.0524208546	1618660.0000000000"
2016-06-22 10:35:57,"713		881.0416500568	1618660.0000000000"
2016-06-22 10:35:58,"709		882.0368778706	1618780.0000000000"
2016-06-22 10:35:59,"712		883.0401329994	1618810.0000000000"
2016-06-22 10:36:00,"709		884.0373249054	1618710.0000000000"
2016-06-22 10:36:01,"721		885.0494868755	1618410.0000000000"
2016-06-22 10:36:02,"710		886.0378270149	1618750.0000000000"
2016-06-22 10:36:03,"710		887.0380458832	1618560.0000000000"
2016-06-22 10:36:04,"714		888.0423920155	1618910.0000000000"
2016-06-22 10:36:05,"709		889.0376510620	1618940.0000000000"
2016-06-22 10:36:06,"751		890.0788130760	1619380.0000000000"
2016-06-22 10:36:07,"733		891.0610079765	1618850.0000000000"
2016-06-22 10:36:08,"716		892.0442190170	1618840.0000000000"
2016-06-22 10:36:09,"709		893.0375468731	1618990.0000000000"
2016-06-22 10:36:10,"710		894.0387220383	1619120.0000000000"
2016-06-22 10:36:11,"716		895.0439050198	1618470.0000000000"
2016-06-22 10:36:12,"730		896.0581469536	1617700.0000000000"
2016-06-22 10:36:13,"713		897.0413110256	1618100.0000000000"
2016-06-22 10:36:14,"709		898.0375699997	1618070.0000000000"
2016-06-22 10:36:15,"712		899.0407218933	1618370.0000000000"
2016-06-22 10:36:16,"709		900.0369060040	1618530.0000000000"
2016-06-22 10:36:17,"711		901.0391650200	1617360.0000000000"
2016-06-22 10:36:18,"741		902.0693340302	1617910.0000000000"
2016-06-22 10:36:19,"724		903.0525729656	1618530.0000000000"
2016-06-22 10:36:20,"715		904.0428090096	1619600.0000000000"
2016-06-22 10:36:21,"709		905.0371530056	1620330.0000000000"
2016-06-22 10:36:22,"713		906.0413019657	1619000.0000000000"
2016-06-22 10:36:23,"709		907.0374989510	1618470.0000000000"
2016-06-22 10:36:24,"718		908.0467228889	1617310.0000000000"
2016-06-22 10:36:25,"709		909.0370669365	1618570.0000000000"
2016-06-22 10:36:26,"710		910.0382490158	1617920.0000000000"
2016-06-22 10:36:27,"715		911.0435018539	1617210.0000000000"
2016-06-22 10:36:28,"710		912.0377869606	1617570.0000000000"
2016-06-22 10:36:29,"751		913.0789349079	1617360.0000000000"
2016-06-22 10:36:30,"733		914.0611739159	1618010.0000000000"
2016-06-22 10:36:31,"716		915.0442888737	1617230.0000000000"
2016-06-22 10:36:32,"709		916.0375719070	1616870.0000000000"
2016-06-22 10:36:33,"711		917.0387840271	1617130.0000000000"
2016-06-22 10:36:34,"709		918.0370039940	1617070.0000000000"
2016-06-22 10:36:35,"731		919.0591418743	1616650.0000000000"
2016-06-22 10:36:36,"714		920.0424489975	1616850.0000000000"
2016-06-22 10:36:37,"709		921.0376758575	1616540.0000000000"
2016-06-22 10:36:38,"713		922.0407938957	1615560.0000000000"
2016-06-22 10:36:39,"710		923.0381519794	1615610.0000000000"
2016-06-22 10:36:40,"712		924.0403120518	1615450.0000000000"
2016-06-22 10:36:41,"741		925.0695719719	1615950.0000000000"
2016-06-22 10:36:42,"725		926.0527858734	1615950.0000000000"
2016-06-22 10:36:43,"715		927.0431518555	1615480.0000000000"
2016-06-22 10:36:44,"709		928.0373039246	1615810.0000000000"
2016-06-22 10:36:45,"713		929.0416028500	1615760.0000000000"
2016-06-22 10:36:46,"710		930.0378530025	1616270.0000000000"
2016-06-22 10:36:47,"722		931.0501420498	1615940.0000000000"
2016-06-22 10:36:48,"709		932.0372529030	1615870.0000000000"
2016-06-22 10:36:49,"710		933.0385339260	1616030.0000000000"
2016-06-22 10:36:50,"715		934.0427880287	1616590.0000000000"
2016-06-22 10:36:51,"709		935.0370259285	1615160.0000000000"
2016-06-22 10:36:52,"751		936.0792279243	1616100.0000000000"
2016-06-22 10:36:53,"733		937.0613920689	1618720.0000000000"
2016-06-22 10:36:54,"716		938.0446879864	1619200.0000000000"
2016-06-22 10:36:55,"709		939.0369470119	1617520.0000000000"
2016-06-22 10:36:56,"711		940.0391509533	1619110.0000000000"
2016-06-22 10:36:57,"709		941.0373089314	1617750.0000000000"
2016-06-22 10:36:58,"727		942.0554800034	1619660.0000000000"
2016-06-22 10:36:59,"714		943.0427260399	1618810.0000000000"
2016-06-22 10:37:00,"709		944.0368030071	1617750.0000000000"
2016-06-22 10:37:01,"713		945.0411529541	1616910.0000000000"
2016-06-22 10:37:02,"709		946.0373558998	1614690.0000000000"
2016-06-22 10:37:03,"712		947.0406198502	1614220.0000000000"
2016-06-22 10:37:04,"743		948.0708129406	1614320.0000000000"
2016-06-22 10:37:05,"725		949.0531098843	1613650.0000000000"
2016-06-22 10:37:06,"715		950.0433290005	1614280.0000000000"
2016-06-22 10:37:07,"709		951.0375878811	1614050.0000000000"
2016-06-22 10:37:08,"713		952.0417389870	1614070.0000000000"
2016-06-22 10:37:09,"709		953.0369820595	1614680.0000000000"
2016-06-22 10:37:10,"719		954.0471830368	1614650.0000000000"
2016-06-22 10:37:11,"709		955.0374379158	1614180.0000000000"
2016-06-22 10:37:12,"710		956.0386030674	1614160.0000000000"
2016-06-22 10:37:13,"716		957.0437700748	1614440.0000000000"
2016-06-22 10:37:14,"709		958.0370039940	1614790.0000000000"
2016-06-22 10:37:15,"751		959.0791389942	1614110.0000000000"
2016-06-22 10:37:16,"734		960.0624039173	1613810.0000000000"
2016-06-22 10:37:17,"716		961.0446479321	1615470.0000000000"
2016-06-22 10:37:18,"709		962.0368380547	1614370.0000000000"
2016-06-22 10:37:19,"712		963.0400559902	1614370.0000000000"
2016-06-22 10:37:20,"709		964.0373339653	1614260.0000000000"
2016-06-22 10:37:21,"731		965.0595278740	1613920.0000000000"
2016-06-22 10:37:22,"714		966.0427179337	1612850.0000000000"
2016-06-22 10:37:23,"709		967.0369389057	1613580.0000000000"
2016-06-22 10:37:24,"714		968.0422170162	1613850.0000000000"
2016-06-22 10:37:25,"709		969.0374848843	1613080.0000000000"
2016-06-22 10:37:26,"712		970.0407118797	1612440.0000000000"
2016-06-22 10:37:27,"743		971.0709049702	1612060.0000000000"
2016-06-22 10:37:28,"726		972.0541529655	1612140.0000000000"
2016-06-22 10:37:29,"715		973.0432128906	1612220.0000000000"
2016-06-22 10:37:30,"709		974.0375580788	1611560.0000000000"
2016-06-22 10:37:31,"714		975.0417828560	1611890.0000000000"
2016-06-22 10:37:32,"709		976.0370500088	1611770.0000000000"
2016-06-22 10:37:33,"723		977.0512490273	1611150.0000000000"
2016-06-22 10:37:34,"709		978.0375070572	1611000.0000000000"
2016-06-22 10:37:35,"711		979.0396630764	1611360.0000000000"
2016-06-22 10:37:36,"716		980.0439338684	1612050.0000000000"
2016-06-22 10:37:37,"710		981.0381500721	1612220.0000000000"
2016-06-22 10:37:38,"752		982.0802578926	1613460.0000000000"
2016-06-22 10:37:39,"734		983.0624179840	1614710.0000000000"
2016-06-22 10:37:40,"717		984.0456919670	1612510.0000000000"
2016-06-22 10:37:41,"710		985.0380320549	1610670.0000000000"
2016-06-22 10:37:42,"712		986.0401489735	1611730.0000000000"
2016-06-22 10:37:43,"709		987.0373950005	1611050.0000000000"
2016-06-22 10:37:44,"727		988.0556259155	1612870.0000000000"
2016-06-22 10:37:45,"715		989.0428969860	1611530.0000000000"
2016-06-22 10:37:46,"709		990.0371599197	1612600.0000000000"
2016-06-22 10:37:47,"713		991.0413720608	1612590.0000000000"
2016-06-22 10:37:48,"709		992.0376589298	1611440.0000000000"
2016-06-22 10:37:49,"713		993.0409300327	1612450.0000000000"
2016-06-22 10:37:50,"743		994.0711748600	1611630.0000000000"
2016-06-22 10:37:51,"725		995.0533390045	1610540.0000000000"
2016-06-22 10:37:52,"715		996.0435540676	1611310.0000000000"
2016-06-22 10:37:53,"710		997.0378098488	1611840.0000000000"
2016-06-22 10:37:54,"714		998.0420260429	1609150.0000000000"
2016-06-22 10:37:55,"709		999.0372209549	1610330.0000000000"
2016-06-22 10:37:56,"719		1000.0475080013	1610410.0000000000"
2016-06-22 10:37:57,"710		1001.0377969742	1610660.0000000000"
2016-06-22 10:37:58,"711		1002.0389668941	1612120.0000000000"
2016-06-22 10:37:59,"709		1003.0371708870	1613390.0000000000"
2016-06-22 10:38:00,"710		1004.0383560658	1610920.0000000000"
2016-06-22 10:38:01,"751		1005.0796198845	1608310.0000000000"
2016-06-22 10:38:02,"735		1006.0628690720	1607640.0000000000"
2016-06-22 10:38:03,"718		1007.0460848808	1609590.0000000000"
2016-06-22 10:38:04,"709		1008.0372619629	1612240.0000000000"
2016-06-22 10:38:05,"712		1009.0405430794	1609280.0000000000"
2016-06-22 10:38:06,"710		1010.0378398895	1609480.0000000000"
2016-06-22 10:38:07,"732		1011.0600080490	1610970.0000000000"
2016-06-22 10:38:08,"715		1012.0432109833	1610470.0000000000"
2016-06-22 10:38:09,"709		1013.0374388695	1611440.0000000000"
2016-06-22 10:38:10,"714		1014.0426628590	1610200.0000000000"
2016-06-22 10:38:11,"709		1015.0368909836	1609890.0000000000"
2016-06-22 10:38:12,"713		1016.0411128998	1611340.0000000000"
2016-06-22 10:38:13,"743		1017.0712990761	1610250.0000000000"
2016-06-22 10:38:14,"726		1018.0545248985	1610950.0000000000"
2016-06-22 10:38:15,"715		1019.0437119007	1608750.0000000000"
2016-06-22 10:38:16,"710		1020.0379750729	1608460.0000000000"
2016-06-22 10:38:17,"714		1021.0421769619	1607840.0000000000"
2016-06-22 10:38:18,"709		1022.0373380184	1607590.0000000000"
2016-06-22 10:38:19,"723		1023.0516228676	1608320.0000000000"
2016-06-22 10:38:20,"710		1024.0379500389	1607210.0000000000"
2016-06-22 10:38:21,"712		1025.0402219296	1607630.0000000000"
2016-06-22 10:38:22,"709		1026.0374648571	1609260.0000000000"
2016-06-22 10:38:23,"710		1027.0386719704	1608330.0000000000"
2016-06-22 10:38:24,"709		1028.0368850231	1608580.0000000000"
2016-06-22 10:38:25,"736		1029.0641410351	1607910.0000000000"
2016-06-22 10:38:26,"718		1030.0462830067	1608720.0000000000"
2016-06-22 10:38:27,"709		1031.0374948978	1608310.0000000000"
2016-06-22 10:38:28,"712		1032.0406599045	1608010.0000000000"
2016-06-22 10:38:29,"709		1033.0368828773	1609050.0000000000"
2016-06-22 10:38:30,"729		1034.0570070744	1607740.0000000000"
2016-06-22 10:38:31,"715		1035.0432908535	1610480.0000000000"
2016-06-22 10:38:32,"709		1036.0374588966	1609560.0000000000"
2016-06-22 10:38:33,"714		1037.0427429676	1608250.0000000000"
2016-06-22 10:38:34,"709		1038.0369908810	1608230.0000000000"
2016-06-22 10:38:35,"713		1039.0411760807	1608440.0000000000"
2016-06-22 10:38:36,"744		1040.0722708702	1608170.0000000000"
2016-06-22 10:38:37,"726		1041.0545279980	1608670.0000000000"
2016-06-22 10:38:38,"710		1042.0377850533	1607970.0000000000"
2016-06-22 10:38:39,"710		1043.0381689072	1607990.0000000000"
2016-06-22 10:38:40,"715		1044.0432488918	1608500.0000000000"
2016-06-22 10:38:41,"709		1045.0374898911	1606350.0000000000"
2016-06-22 10:38:42,"720		1046.0485949516	1606230.0000000000"
2016-06-22 10:38:43,"710		1047.0378890038	1606540.0000000000"
2016-06-22 10:38:44,"712		1048.0401470661	1606910.0000000000"
2016-06-22 10:38:45,"709		1049.0373489857	1606530.0000000000"
2016-06-22 10:38:46,"710		1050.0387110710	1605890.0000000000"
2016-06-22 10:38:47,"709		1051.0369880199	1605750.0000000000"
2016-06-22 10:38:48,"735		1052.0631880760	1605170.0000000000"
2016-06-22 10:38:49,"718		1053.0463910103	1605620.0000000000"
2016-06-22 10:38:50,"709		1054.0375158787	1605650.0000000000"
2016-06-22 10:38:51,"712		1055.0406990051	1604570.0000000000"
2016-06-22 10:38:52,"709		1056.0369958878	1605370.0000000000"
2016-06-22 10:38:53,"733		1057.0611898899	1605620.0000000000"
2016-06-22 10:38:54,"712		1058.0403130054	1605660.0000000000"
2016-06-22 10:38:55,"709		1059.0375678539	1605930.0000000000"
2016-06-22 10:38:56,"715		1060.0428009033	1607410.0000000000"
2016-06-22 10:38:57,"709		1061.0370068550	1605380.0000000000"
2016-06-22 10:38:58,"714		1062.0421609879	1607100.0000000000"
2016-06-22 10:38:59,"744		1063.0723729134	1608200.0000000000"
2016-06-22 10:39:00,"727		1064.0556628704	1607630.0000000000"
2016-06-22 10:39:01,"710		1065.0378570557	1606760.0000000000"
2016-06-22 10:39:02,"710		1066.0381770134	1606400.0000000000"
2016-06-22 10:39:03,"715		1067.0433259010	1605210.0000000000"
2016-06-22 10:39:04,"709		1068.0375659466	1605400.0000000000"
2016-06-22 10:39:05,"724		1069.0527560711	1605050.0000000000"
2016-06-22 10:39:06,"709		1070.0370540619	1604400.0000000000"
2016-06-22 10:39:07,"712		1071.0402660370	1604000.0000000000"
2016-06-22 10:39:08,"709		1072.0374698639	1603360.0000000000"
2016-06-22 10:39:09,"711		1073.0397200584	1603490.0000000000"
2016-06-22 10:39:10,"709		1074.0369548798	1603910.0000000000"
2016-06-22 10:39:11,"736		1075.0641539097	1604370.0000000000"
2016-06-22 10:39:12,"718		1076.0464890003	1604320.0000000000"
2016-06-22 10:39:13,"709		1077.0376698971	1604080.0000000000"
2016-06-22 10:39:14,"713		1078.0409879684	1604660.0000000000"
2016-06-22 10:39:15,"709		1079.0371508598	1603420.0000000000"
2016-06-22 10:39:16,"729		1080.0573198795	1603220.0000000000"
2016-06-22 10:39:17,"715		1081.0435650349	1602400.0000000000"
2016-06-22 10:39:18,"710		1082.0378000736	1602880.0000000000"
2016-06-22 10:39:19,"715		1083.0430898666	1603370.0000000000"
2016-06-22 10:39:20,"709		1084.0372920036	1602280.0000000000"
2016-06-22 10:39:21,"714		1085.0424618721	1603030.0000000000"
2016-06-22 10:39:22,"744		1086.0726559162	1602610.0000000000"
2016-06-22 10:39:23,"727		1087.0549099445	1602540.0000000000"
2016-06-22 10:39:24,"710		1088.0381989479	1603570.0000000000"
2016-06-22 10:39:25,"711		1089.0393340588	1603990.0000000000"
2016-06-22 10:39:26,"715		1090.0435390472	1603890.0000000000"
2016-06-22 10:39:27,"709		1091.0377528667	1603810.0000000000"
2016-06-22 10:39:28,"721		1092.0489630699	1603480.0000000000"
2016-06-22 10:39:29,"709		1093.0371558666	1603190.0000000000"
2016-06-22 10:39:30,"712		1094.0404410362	1603520.0000000000"
2016-06-22 10:39:31,"709		1095.0376460552	1603590.0000000000"
2016-06-22 10:39:32,"712		1096.0398268700	1603420.0000000000"
2016-06-22 10:39:33,"709		1097.0371000767	1603140.0000000000"
2016-06-22 10:39:34,"736		1098.0641880035	1602800.0000000000"
2016-06-22 10:39:35,"718		1099.0465800762	1602790.0000000000"
2016-06-22 10:39:36,"710		1100.0378119946	1602470.0000000000"
2016-06-22 10:39:37,"713		1101.0411009789	1602330.0000000000"
2016-06-22 10:39:38,"709		1102.0372719765	1602540.0000000000"
2016-06-22 10:39:39,"733		1103.0614089966	1602820.0000000000"
2016-06-22 10:39:40,"712		1104.0406529903	1602360.0000000000"
2016-06-22 10:39:41,"711		1105.0388870239	1603070.0000000000"
2016-06-22 10:39:42,"709		1106.0371580124	1603020.0000000000"
2016-06-22 10:39:43,"709		1107.0372400284	1602840.0000000000"
2016-06-22 10:39:44,"714		1108.0425770283	1602630.0000000000"
2016-06-22 10:39:45,"745		1109.0727949142	1602260.0000000000"
2016-06-22 10:39:46,"728		1110.0560209751	1602110.0000000000"
2016-06-22 10:39:47,"711		1111.0390980244	1601900.0000000000"
2016-06-22 10:39:48,"711		1112.0395050049	1602240.0000000000"
2016-06-22 10:39:49,"715		1113.0437200069	1602470.0000000000"
2016-06-22 10:39:50,"710		1114.0379829407	1602530.0000000000"
2016-06-22 10:39:51,"725		1115.0531649590	1602430.0000000000"
2016-06-22 10:39:52,"709		1116.0374250412	1602370.0000000000"
2016-06-22 10:39:53,"713		1117.0416710377	1602250.0000000000"
2016-06-22 10:39:54,"709		1118.0369839668	1602120.0000000000"
2016-06-22 10:39:55,"712		1119.0401680470	1601920.0000000000"
2016-06-22 10:39:56,"709		1120.0373740196	1601850.0000000000"
2016-06-22 10:39:57,"736		1121.0646460056	1601890.0000000000"
2016-06-22 10:39:58,"720		1122.0478820801	1602010.0000000000"
2016-06-22 10:39:59,"709		1123.0371758938	1601850.0000000000"
2016-06-22 10:40:00,"713		1124.0413999557	1600900.0000000000"
2016-06-22 10:40:01,"709		1125.0376720428	1601610.0000000000"
2016-06-22 10:40:02,"734		1126.0618889332	1601080.0000000000"
2016-06-22 10:40:03,"717		1127.0450599194	1601330.0000000000"
2016-06-22 10:40:04,"711		1128.0392699242	1601630.0000000000"
2016-06-22 10:40:05,"709		1129.0375230312	1601170.0000000000"
2016-06-22 10:40:06,"709		1130.0377578735	1601880.0000000000"
2016-06-22 10:40:07,"715		1131.0430300236	1602110.0000000000"
2016-06-22 10:40:08,"745		1132.0732228756	1602180.0000000000"
2016-06-22 10:40:09,"727		1133.0554940701	1602690.0000000000"
2016-06-22 10:40:10,"710		1134.0387070179	1602420.0000000000"
2016-06-22 10:40:11,"712		1135.0399270058	1601730.0000000000"
2016-06-22 10:40:12,"709		1136.0371830463	1601820.0000000000"
2016-06-22 10:40:13,"710		1137.0383529663	1601090.0000000000"
2016-06-22 10:40:14,"721		1138.0495240688	1600850.0000000000"
2016-06-22 10:40:15,"710		1139.0377829075	1601100.0000000000"
2016-06-22 10:40:16,"713		1140.0410020351	1601110.0000000000"
2016-06-22 10:40:17,"709		1141.0371000767	1601360.0000000000"
2016-06-22 10:40:18,"712		1142.0404460430	1601160.0000000000"
2016-06-22 10:40:19,"709		1143.0376520157	1600820.0000000000"
2016-06-22 10:40:20,"737		1144.0648279190	1600410.0000000000"
2016-06-22 10:40:21,"719		1145.0471858978	1602050.0000000000"
2016-06-22 10:40:22,"709		1146.0373249054	1600330.0000000000"
2016-06-22 10:40:23,"714		1147.0425219536	1600610.0000000000"
2016-06-22 10:40:24,"709		1148.0377240181	1601850.0000000000"
2016-06-22 10:40:25,"734		1149.0619649887	1602000.0000000000"
2016-06-22 10:40:26,"713		1150.0411949158	1600600.0000000000"
2016-06-22 10:40:27,"711		1151.0393600464	1602780.0000000000"
2016-06-22 10:40:28,"709		1152.0376250744	1601670.0000000000"
2016-06-22 10:40:29,"709		1153.0377349854	1602160.0000000000"
2016-06-22 10:40:30,"715		1154.0429859161	1604700.0000000000"
2016-06-22 10:40:31,"745		1155.0732049942	1603770.0000000000"
2016-06-22 10:40:32,"728		1156.0563960075	1601990.0000000000"
2016-06-22 10:40:33,"710		1157.0386319160	1601120.0000000000"
2016-06-22 10:40:34,"712		1158.0399148464	1602050.0000000000"
2016-06-22 10:40:35,"709		1159.0370979309	1600860.0000000000"
2016-06-22 10:40:36,"711		1160.0392708778	1600680.0000000000"
2016-06-22 10:40:37,"725		1161.0535080433	1600390.0000000000"
2016-06-22 10:40:38,"709		1162.0377600193	1601030.0000000000"
2016-06-22 10:40:39,"714		1163.0420019627	1600190.0000000000"
2016-06-22 10:40:40,"709		1164.0371918678	1599550.0000000000"
2016-06-22 10:40:41,"712		1165.0403609276	1598930.0000000000"
2016-06-22 10:40:42,"709		1166.0377030373	1599430.0000000000"
2016-06-22 10:40:43,"737		1167.0649049282	1599730.0000000000"
2016-06-22 10:40:44,"720		1168.0480730534	1599870.0000000000"
2016-06-22 10:40:45,"709		1169.0372469425	1600380.0000000000"
2016-06-22 10:40:46,"714		1170.0425488949	1599710.0000000000"
2016-06-22 10:40:47,"710		1171.0378129482	1599150.0000000000"
2016-06-22 10:40:48,"734		1172.0619828701	1599020.0000000000"
2016-06-22 10:40:49,"717		1173.0451939106	1598550.0000000000"
2016-06-22 10:40:50,"711		1174.0393738747	1597610.0000000000"
2016-06-22 10:40:51,"709		1175.0375759602	1597560.0000000000"
2016-06-22 10:40:52,"709		1176.0377619267	1597520.0000000000"
2016-06-22 10:40:53,"709		1177.0369489193	1597430.0000000000"
2016-06-22 10:40:54,"746		1178.0741760731	1597100.0000000000"
2016-06-22 10:40:55,"728		1179.0564439297	1597220.0000000000"
2016-06-22 10:40:56,"711		1180.0396308899	1597420.0000000000"
2016-06-22 10:40:57,"712		1181.0399370193	1597350.0000000000"
2016-06-22 10:40:58,"709		1182.0371968746	1596900.0000000000"
2016-06-22 10:40:59,"711		1183.0393009186	1596910.0000000000"
2016-06-22 10:41:00,"722		1184.0506010056	1596750.0000000000"
2016-06-22 10:41:01,"709		1185.0377600193	1596280.0000000000"
2016-06-22 10:41:02,"714		1186.0418879986	1596060.0000000000"
2016-06-22 10:41:03,"709		1187.0371840000	1595970.0000000000"
2016-06-22 10:41:04,"713		1188.0413210392	1596290.0000000000"
2016-06-22 10:41:05,"709		1189.0375759602	1596100.0000000000"
2016-06-22 10:41:06,"738		1190.0657758713	1595930.0000000000"
2016-06-22 10:41:07,"720		1191.0480489731	1595820.0000000000"
2016-06-22 10:41:08,"710		1192.0381989479	1595530.0000000000"
2016-06-22 10:41:09,"715		1193.0434129238	1595460.0000000000"
2016-06-22 10:41:10,"709		1194.0376038551	1595640.0000000000"
2016-06-22 10:41:11,"735		1195.0628159046	1594690.0000000000"
2016-06-22 10:41:12,"714		1196.0421638489	1594550.0000000000"
2016-06-22 10:41:13,"712		1197.0403878689	1594620.0000000000"
2016-06-22 10:41:14,"709		1198.0376780033	1594680.0000000000"
2016-06-22 10:41:15,"711		1199.0389149189	1594300.0000000000"
2016-06-22 10:41:16,"709		1200.0370900631	1594350.0000000000"
2016-06-22 10:41:17,"746		1201.0742530823	1593740.0000000000"
2016-06-22 10:41:18,"729		1202.0574569702	1594970.0000000000"
2016-06-22 10:41:19,"711		1203.0397119522	1594900.0000000000"
2016-06-22 10:41:20,"713		1204.0409820080	1595010.0000000000"
2016-06-22 10:41:21,"709		1205.0371479988	1594330.0000000000"
2016-06-22 10:41:22,"711		1206.0394568443	1594370.0000000000"
2016-06-22 10:41:23,"726		1207.0546040535	1594000.0000000000"
2016-06-22 10:41:24,"710		1208.0378670692	1593910.0000000000"
2016-06-22 10:41:25,"714		1209.0421428680	1593870.0000000000"
2016-06-22 10:41:26,"709		1210.0373668671	1593790.0000000000"
2016-06-22 10:41:27,"712		1211.0406270027	1594050.0000000000"
2016-06-22 10:41:28,"709		1212.0368959904	1594270.0000000000"
2016-06-22 10:41:29,"738		1213.0660729408	1593850.0000000000"
2016-06-22 10:41:30,"721		1214.0493278503	1593760.0000000000"
2016-06-22 10:41:31,"710		1215.0385329723	1593090.0000000000"
2016-06-22 10:41:32,"714		1216.0427069664	1593450.0000000000"
2016-06-22 10:41:33,"709		1217.0369770527	1595600.0000000000"
2016-06-22 10:41:34,"735		1218.0631809235	1596100.0000000000"
2016-06-22 10:41:35,"718		1219.0463809967	1596920.0000000000"
2016-06-22 10:41:36,"712		1220.0405790806	1596430.0000000000"
2016-06-22 10:41:37,"710		1221.0377938747	1595110.0000000000"
2016-06-22 10:41:38,"711		1222.0390059948	1593850.0000000000"
2016-06-22 10:41:39,"709		1223.0372350216	1594180.0000000000"
2016-06-22 10:41:40,"746		1224.0744049549	1594440.0000000000"
2016-06-22 10:41:41,"729		1225.0576269627	1595340.0000000000"
2016-06-22 10:41:42,"713		1226.0408890247	1595300.0000000000"
2016-06-22 10:41:43,"713		1227.0410799980	1595310.0000000000"
2016-06-22 10:41:44,"710		1228.0382299423	1595170.0000000000"
2016-06-22 10:41:45,"711		1229.0394899845	1594740.0000000000"
2016-06-22 10:41:46,"722		1230.0507090092	1594980.0000000000"
2016-06-22 10:41:47,"710		1231.0378139019	1594270.0000000000"
2016-06-22 10:41:48,"715		1232.0432090759	1593510.0000000000"
2016-06-22 10:41:49,"709		1233.0372939110	1592580.0000000000"
2016-06-22 10:41:50,"713		1234.0415470600	1591320.0000000000"
2016-06-22 10:41:51,"709		1235.0377280712	1592130.0000000000"
2016-06-22 10:41:52,"738		1236.0659549236	1592100.0000000000"
2016-06-22 10:41:53,"721		1237.0492379665	1592270.0000000000"
2016-06-22 10:41:54,"710		1238.0384418964	1592780.0000000000"
2016-06-22 10:41:55,"715		1239.0436320305	1593280.0000000000"
2016-06-22 10:41:56,"710		1240.0378429890	1593690.0000000000"
2016-06-22 10:41:57,"736		1241.0640919209	1592970.0000000000"
2016-06-22 10:41:58,"714		1242.0422570705	1593220.0000000000"
2016-06-22 10:41:59,"712		1243.0405189991	1592180.0000000000"
2016-06-22 10:42:00,"710		1244.0377938747	1592160.0000000000"
2016-06-22 10:42:01,"711		1245.0390088558	1592130.0000000000"
2016-06-22 10:42:02,"709		1246.0372030735	1590500.0000000000"
2016-06-22 10:42:03,"746		1247.0741839409	1592640.0000000000"
2016-06-22 10:42:04,"729		1248.0575599670	1593150.0000000000"
2016-06-22 10:42:05,"713		1249.0409028530	1592510.0000000000"
2016-06-22 10:42:06,"713		1250.0410828590	1593500.0000000000"
2016-06-22 10:42:07,"709		1251.0372970104	1592920.0000000000"
2016-06-22 10:42:08,"712		1252.0405318737	1592680.0000000000"
2016-06-22 10:42:09,"726		1253.0547449589	1592430.0000000000"
2016-06-22 10:42:10,"710		1254.0379440784	1590780.0000000000"
2016-06-22 10:42:11,"715		1255.0431928635	1592290.0000000000"
2016-06-22 10:42:12,"709		1256.0374050140	1591410.0000000000"
2016-06-22 10:42:13,"713		1257.0415668488	1592170.0000000000"
2016-06-22 10:42:14,"710		1258.0379939079	1592530.0000000000"
2016-06-22 10:42:15,"738		1259.0661799908	1590780.0000000000"
2016-06-22 10:42:16,"721		1260.0493879318	1591400.0000000000"
2016-06-22 10:42:17,"711		1261.0395379066	1591040.0000000000"
2016-06-22 10:42:18,"716		1262.0439219475	1590670.0000000000"
2016-06-22 10:42:19,"710		1263.0382058620	1589710.0000000000"
2016-06-22 10:42:20,"735		1264.0633308887	1589230.0000000000"
2016-06-22 10:42:21,"718		1265.0465199947	1590270.0000000000"
